epstein_name,entity,entity_type,action,timestamp,doc_id,claim_id,sequence_order,document_category,file_path,paragraph_summary,entity_original
Jeffrey Epstein,Chris Tucker,,flew,2002-09-01,TEXT-001-HOUSE_OVERSIGHT_030875,TEXT-001-HOUSE_OVERSIGHT_030875:5,5,media_article,data/new_docs_nov2024_processed/tranche_018/TEXT-001-HOUSE_OVERSIGHT_030875.txt,"This excerpt appears to be taken from a biographical or investigative article about Jeffrey Epstein. It records that in 2004 Epstein and a partner named Zuckerman each pledged up to $25 million to launch the celebrity magazine Radar, founded by Maer Roshan, and that they were equal partners in the venture. Earlier, in September 2002, Epstein used his private Boeing 727 to fly Bill Clinton, Kevin Spacey and Chris Tucker to Africa to support the former president’s anti‑AIDS campaign. The passage also mentions speculation that much of Epstein’s extravagant lifestyle was financed by Les Wexner and notes his long‑standing personal friendship with Prince, highlighting the breadth of his high‑profile connections.",Chris Tucker
Jeffrey Epstein,Kevin Spacey,,flew,2002-09-01,TEXT-001-HOUSE_OVERSIGHT_030875,TEXT-001-HOUSE_OVERSIGHT_030875:4,4,media_article,data/new_docs_nov2024_processed/tranche_018/TEXT-001-HOUSE_OVERSIGHT_030875.txt,"This excerpt appears to be taken from a biographical or investigative article about Jeffrey Epstein. It records that in 2004 Epstein and a partner named Zuckerman each pledged up to $25 million to launch the celebrity magazine Radar, founded by Maer Roshan, and that they were equal partners in the venture. Earlier, in September 2002, Epstein used his private Boeing 727 to fly Bill Clinton, Kevin Spacey and Chris Tucker to Africa to support the former president’s anti‑AIDS campaign. The passage also mentions speculation that much of Epstein’s extravagant lifestyle was financed by Les Wexner and notes his long‑standing personal friendship with Prince, highlighting the breadth of his high‑profile connections.",Kevin Spacey
Jeffrey Epstein,Bill Clinton,government official,flew on private jet owned by,2002-2003,HOUSE_OVERSIGHT_022695,HOUSE_OVERSIGHT_022695:6,6,email,data/001_split/HOUSE_OVERSIGHT_022695.txt,"This document is a mixed-content email chain dated January 30-31, 2015, in which attorney Kathy Ruemmler at Latham & Watkins forwards a comprehensive BuzzFeed News article by Ken Bensinger to someone identified as 'jeffrey E.' The article provides an investigative review of claims linking former President Bill Clinton to financier and convicted sex offender Jeffrey Epstein. The article examines flight logs, court documents, and testimony from alleged victim Virginia Roberts, ultimately concluding there is insufficient evidence to establish Clinton's involvement in Epstein's criminal sexual exploitation of underage girls. The BuzzFeed piece discusses Epstein's 2006 arrest and 2008 plea deal involving multiple victims, the roles of lawyers including Alan Dershowitz and Bradley Edwards, and the various lawsuits seeking to implicate Clinton in Epstein's activities. The email exchange also references a call with Elon Musk, suggesting a separate business matter. The document evidences media coverage of high-profile litigation and the dissemination of investigative journalism regarding potential political figures' connections to Epstein's crimes.",Bill Clinton
Jeffrey Epstein,Bill Clinton,government official,traveled with,2002-2005,HOUSE_OVERSIGHT_030429,HOUSE_OVERSIGHT_030429:4,4,email,data/001_split/HOUSE_OVERSIGHT_030429.txt,"This document is a forwarded email dated March 20, 2014, from Tyler Shears to Jeffrey Epstein and Christina Galbraith containing a Google Alert notification about news coverage mentioning Epstein. The alert includes three news items: a report about Epstein's sale of 2,000 shares of Priceline.com stock (where he served as a director), and Daily Mail articles linking Bill Clinton to Prince Andrew's ""billionaire friend Jeffrey Epstein"" based on flight logs from 2002-2005. Shears notes that another Priceline director with the same name made ""a bad move"" which ""works to our advantage"" and indicates they are ""pushing on this story now."" The document demonstrates active media monitoring and suggests coordinated response to emerging news coverage about Epstein's financial dealings and high-profile associations.",Bill Clinton
Jeffrey Epstein,Bill Clinton,government official,traveled on jet owned by,2002-2005,HOUSE_OVERSIGHT_025293,HOUSE_OVERSIGHT_025293:7,7,media_article,data/new_docs_nov2024_processed/tranche_003/HOUSE_OVERSIGHT_025293.txt,"This document is a news article reporting on a lawsuit filed against Jeffrey Epstein regarding his criminal behavior and alleged sexual exploitation. The article details witness testimony about wild parties held at Epstein's island property (Little St. James) in the early 2000s, where young girls were allegedly present. The lawsuit references a woman forced to live as an 'underage sex slave' and alleged to have been coerced into sexual contact with politicians, businessmen, royalty, and academics. The article chronicles Epstein's 2005 criminal investigation following a woman's report that he paid her 14-year-old daughter for sex, resulting in a plea deal for soliciting prostitution and a 13-month jail sentence. The piece notes that several high-profile associates, including Bill Clinton and Governor Eliot Spitzer, distanced themselves from Epstein following his arrest, while Prince Andrew was reported to have maintained contact by staying at Epstein's New York mansion in 2010.",Bill Clinton
Jeffrey Epstein,"Bill Clinton, Kevin Spacey, Chris Tucker",,flew to Africa with,2003,TEXT-001-HOUSE_OVERSIGHT_019468,TEXT-001-HOUSE_OVERSIGHT_019468:11,11,media_article,data/new_docs_nov2024_processed/tranche_002/TEXT-001-HOUSE_OVERSIGHT_019468.txt,"This is a Daily Mail article published on January 13, 2015, examining the relationship between billionaire Jeffrey Epstein, his associate Ghislaine Maxwell, and former President Bill Clinton. The article focuses on Maxwell's attendance at Chelsea Clinton's July 2010 wedding despite Epstein's 2008 conviction for soliciting underage girls. The piece details Clinton's documented travels with Epstein on private jets and to various international destinations, and includes allegations from Virginia Roberts (a self-described Epstein victim) about her observations of the three socializing together. The article also documents Epstein and Maxwell's presence at Manhattan charity events in 2005, the same day Palm Beach police launched an investigation into Epstein's alleged sexual abuse of minors. Maxwell is presented as having served as a crucial social conduit for Epstein to access powerful individuals, including royalty and government officials, while maintaining plausible deniability regarding her alleged role in procuring underage girls for sexual abuse.","Bill Clinton, Kevin Spacey, Chris Tucker"
Jeffrey Epstein,Bill Clinton,government official,flew,2003-11,TEXT-001-HOUSE_OVERSIGHT_019468,TEXT-001-HOUSE_OVERSIGHT_019468:1,1,media_article,data/new_docs_nov2024_processed/tranche_002/TEXT-001-HOUSE_OVERSIGHT_019468.txt,"This is a Daily Mail article published on January 13, 2015, examining the relationship between billionaire Jeffrey Epstein, his associate Ghislaine Maxwell, and former President Bill Clinton. The article focuses on Maxwell's attendance at Chelsea Clinton's July 2010 wedding despite Epstein's 2008 conviction for soliciting underage girls. The piece details Clinton's documented travels with Epstein on private jets and to various international destinations, and includes allegations from Virginia Roberts (a self-described Epstein victim) about her observations of the three socializing together. The article also documents Epstein and Maxwell's presence at Manhattan charity events in 2005, the same day Palm Beach police launched an investigation into Epstein's alleged sexual abuse of minors. Maxwell is presented as having served as a crucial social conduit for Epstein to access powerful individuals, including royalty and government officials, while maintaining plausible deniability regarding her alleged role in procuring underage girls for sexual abuse.",Bill Clinton
Jeffrey Epstein,Bill Clinton,government official,traveled with,2003-11,HOUSE_OVERSIGHT_019468,HOUSE_OVERSIGHT_019468:1,1,media_article,data/001_split/HOUSE_OVERSIGHT_019468.txt,"This is a Daily Mail investigative article published on January 13, 2015, examining the relationships between Jeffrey Epstein, Ghislaine Maxwell, and high-profile political figures, particularly Bill Clinton. The article documents how Ghislaine Maxwell attended Chelsea Clinton's 2010 wedding despite Epstein's 2008 conviction for soliciting prostitution, noting Clinton's continued ties to Maxwell even after severing contact with Epstein. The piece extensively details witness testimony from alleged victim Virginia Roberts regarding her experiences traveling on Epstein's private jet with Clinton, Maxwell, and other celebrities, alleging that Maxwell procured underage girls for Epstein. It documents Epstein's arrest and conviction in 2008 for soliciting sex from a minor, the initial 2005 investigation launch in Palm Beach, and Maxwell's denial of all allegations. The article emphasizes the proximity of these alleged crimes to elite social circles and the continued social acceptance of those involved despite serious criminal allegations.",Bill Clinton
Jeffrey Epstein,Bill Clinton,government official,traveled with,2003-11-01,HOUSE_OVERSIGHT_014806,HOUSE_OVERSIGHT_014806:2,2,media_article,data/new_docs_nov2024_processed/tranche_017/HOUSE_OVERSIGHT_014806.txt,"The document is a Daily Mail media article dated May 2, 2016, featuring statements from Virginia Roberts who says she met former President Bill Clinton twice and was never ""lent out"" by Jeffrey Epstein. Roberts describes Epstein’s political donations, a November 2003 trip with Clinton to Russia, Oslo, Hong Kong, Shanghai and Beijing, and a dinner on Epstein’s Caribbean island where Ghislaine Maxwell flew Clinton in a helicopter that Epstein had purchased for her. She also notes that Epstein paid for her flight lessons and that he claimed Clinton owed him favors, suggesting a close personal and possibly transactional relationship among the high‑profile individuals.",Bill Clinton
Jeffrey Epstein,Bill Clinton,government official,traveled with,2003-11-01,HOUSE_OVERSIGHT_019469,HOUSE_OVERSIGHT_019469:11,11,media_article,data/new_docs_nov2024_processed/tranche_006/HOUSE_OVERSIGHT_019469.txt,"The document is a news‑style report that recounts a Washington D.C. gathering described as a ""family wedding"" attended by Ghislaine Maxwell, Madeleine Albright, Terry McAuliffe and civil‑rights leader Vernon Jordan. It outlines Jeffrey Epstein's 18‑month prison sentence for soliciting prostitution, his close ties to former President Bill Clinton—including joint private‑jet trips to a Caribbean island and extensive international travel in November 2003—as well as his alleged role in flying Clinton, Kevin Spacey and Chris Tucker to Africa for AIDS policy talks. The article also presents Virginia Roberts' accusations that she was kept as Epstein's sex slave, forced to sleep with Prince Andrew, and met Clinton twice, while noting Maxwell's refusal to comment on Prince Andrew allegations. The piece highlights the intertwining of political, social, and criminal narratives surrounding Epstein, Maxwell, and high‑profile figures.",Bill Clinton
Jeffrey Epstein,Bill Clinton,government official,traveled with,2003-11-01,HOUSE_OVERSIGHT_014806,HOUSE_OVERSIGHT_014806:1,1,media_article,data/new_docs_nov2024_processed/tranche_017/HOUSE_OVERSIGHT_014806.txt,"The document is a Daily Mail media article dated May 2, 2016, featuring statements from Virginia Roberts who says she met former President Bill Clinton twice and was never ""lent out"" by Jeffrey Epstein. Roberts describes Epstein’s political donations, a November 2003 trip with Clinton to Russia, Oslo, Hong Kong, Shanghai and Beijing, and a dinner on Epstein’s Caribbean island where Ghislaine Maxwell flew Clinton in a helicopter that Epstein had purchased for her. She also notes that Epstein paid for her flight lessons and that he claimed Clinton owed him favors, suggesting a close personal and possibly transactional relationship among the high‑profile individuals.",Bill Clinton
Jeffrey Epstein,Bill Clinton,government official,traveled with,2003-11-01,HOUSE_OVERSIGHT_014806,HOUSE_OVERSIGHT_014806:5,5,media_article,data/new_docs_nov2024_processed/tranche_017/HOUSE_OVERSIGHT_014806.txt,"The document is a Daily Mail media article dated May 2, 2016, featuring statements from Virginia Roberts who says she met former President Bill Clinton twice and was never ""lent out"" by Jeffrey Epstein. Roberts describes Epstein’s political donations, a November 2003 trip with Clinton to Russia, Oslo, Hong Kong, Shanghai and Beijing, and a dinner on Epstein’s Caribbean island where Ghislaine Maxwell flew Clinton in a helicopter that Epstein had purchased for her. She also notes that Epstein paid for her flight lessons and that he claimed Clinton owed him favors, suggesting a close personal and possibly transactional relationship among the high‑profile individuals.",Bill Clinton
Jeffrey Epstein,Bill Clinton,government official,traveled with,2003-11-01,HOUSE_OVERSIGHT_014806,HOUSE_OVERSIGHT_014806:3,3,media_article,data/new_docs_nov2024_processed/tranche_017/HOUSE_OVERSIGHT_014806.txt,"The document is a Daily Mail media article dated May 2, 2016, featuring statements from Virginia Roberts who says she met former President Bill Clinton twice and was never ""lent out"" by Jeffrey Epstein. Roberts describes Epstein’s political donations, a November 2003 trip with Clinton to Russia, Oslo, Hong Kong, Shanghai and Beijing, and a dinner on Epstein’s Caribbean island where Ghislaine Maxwell flew Clinton in a helicopter that Epstein had purchased for her. She also notes that Epstein paid for her flight lessons and that he claimed Clinton owed him favors, suggesting a close personal and possibly transactional relationship among the high‑profile individuals.",Bill Clinton
Jeffrey Epstein,Bill Clinton,government official,traveled with,2003-11-01,HOUSE_OVERSIGHT_014806,HOUSE_OVERSIGHT_014806:4,4,media_article,data/new_docs_nov2024_processed/tranche_017/HOUSE_OVERSIGHT_014806.txt,"The document is a Daily Mail media article dated May 2, 2016, featuring statements from Virginia Roberts who says she met former President Bill Clinton twice and was never ""lent out"" by Jeffrey Epstein. Roberts describes Epstein’s political donations, a November 2003 trip with Clinton to Russia, Oslo, Hong Kong, Shanghai and Beijing, and a dinner on Epstein’s Caribbean island where Ghislaine Maxwell flew Clinton in a helicopter that Epstein had purchased for her. She also notes that Epstein paid for her flight lessons and that he claimed Clinton owed him favors, suggesting a close personal and possibly transactional relationship among the high‑profile individuals.",Bill Clinton
Jeffrey Epstein,Lawrence Summers,political operator,flew on private jet owned by,2004,HOUSE_OVERSIGHT_022695,HOUSE_OVERSIGHT_022695:16,16,email,data/001_split/HOUSE_OVERSIGHT_022695.txt,"This document is a mixed-content email chain dated January 30-31, 2015, in which attorney Kathy Ruemmler at Latham & Watkins forwards a comprehensive BuzzFeed News article by Ken Bensinger to someone identified as 'jeffrey E.' The article provides an investigative review of claims linking former President Bill Clinton to financier and convicted sex offender Jeffrey Epstein. The article examines flight logs, court documents, and testimony from alleged victim Virginia Roberts, ultimately concluding there is insufficient evidence to establish Clinton's involvement in Epstein's criminal sexual exploitation of underage girls. The BuzzFeed piece discusses Epstein's 2006 arrest and 2008 plea deal involving multiple victims, the roles of lawyers including Alan Dershowitz and Bradley Edwards, and the various lawsuits seeking to implicate Clinton in Epstein's activities. The email exchange also references a call with Elon Musk, suggesting a separate business matter. The document evidences media coverage of high-profile litigation and the dissemination of investigative journalism regarding potential political figures' connections to Epstein's crimes.",Lawrence Summers
Jeffrey Epstein,Alan M. Dershowitz,legal_counsel,flew with,2004-01-01,HOUSE_OVERSIGHT_021951,HOUSE_OVERSIGHT_021951:4,4,transcript,data/new_docs_nov2024_processed/tranche_006/HOUSE_OVERSIGHT_021951.txt,"The document is a fragmentary transcript of a House Oversight interview (marked as a rough draft) where the interviewer asks a witness about the age of a woman named Tatiana and whether she traveled with Professor Alan Dershowitz. The witness confirms that Tatiana was at least 18 years old at the time of the flight, noting that Dershowitz’s wife had verified her age via a Google search. The discussion then shifts to the broader timeline, mentioning that Dershowitz flew with Jeffrey Epstein in 1998, 2004, and 2005, suggesting a multi‑year period of association. The exchange is relevant to investigations into possible misconduct or illegal travel involving minors and high‑profile individuals. No definitive conclusions are drawn, but the testimony establishes a factual baseline for further inquiry.",Professor Dershowitz
Jeffrey Epstein,Lawrence Summers,political operator,flew on,2004-04-15,HOUSE_OVERSIGHT_022704,HOUSE_OVERSIGHT_022704:1,1,media_article,data/new_docs_nov2024_processed/tranche_013/HOUSE_OVERSIGHT_022704.txt,"The article examines documented flights that show former President Bill Clinton traveling on Jeffrey Epstein’s private jet in 2002‑2003 and ending such travel by 2005, as well as former Treasury Secretary Larry Summers’ multiple trips on the same aircraft, including a December 2005 flight that also carried Ghislaine Maxwell. It highlights Epstein’s role as a significant donor to Harvard University during Summers’ presidency there, suggesting a financial link to academia. The piece also references intensive court filings that have sought to depose Clinton, Donald Trump, Bill Richardson, Tommy Mottola, and David Copperfield, but have been blocked by Epstein’s lawyers. The narrative underscores the difficulty of establishing a direct connection between Epstein’s alleged sexual abuse and the political figures mentioned, while noting that a star witness claims no evidence exists. BuzzFeed News reporters are credited for contributing to the investigation.",Lawrence Summers
Jeffrey Epstein,Lawrence Summers,political operator,flew on jet of,2004-04-15,HOUSE_OVERSIGHT_022693,HOUSE_OVERSIGHT_022693:4,4,media_article,data/new_docs_nov2024_processed/tranche_008/HOUSE_OVERSIGHT_022693.txt,"The article reviews publicly available flight logs that show former President Bill Clinton flew on Jeffrey Epstein’s private jet in 2002 and 2003 but not after 2004, suggesting a cessation of their association shortly before Epstein’s 2005 arrest. It also details former Treasury Secretary Larry Summers’ multiple trips on Epstein’s jet, including a December 21, 2005 flight with his new bride and Ghislaine Maxwell, despite Epstein himself not being on board. The piece notes Epstein’s significant donations to Harvard University and describes how attorneys have sought discovery from Clinton and attempted to depose other prominent individuals such as Donald Trump and David Copperfield, but have been blocked by motions from Epstein’s lawyers. BuzzFeed News reporters Alex Campbell, Kyle Blaine, and Megan Apper contributed to the investigative report, underscoring the broader legal and reputational implications of these high‑level connections.",Lawrence Summers
Jeffrey Epstein,unknown person A (HOUSE_OVERSIGHT_029766) (HOUSE_OVERSIGHT_029766),victim,transported via private aircraft as,2004-2005,HOUSE_OVERSIGHT_029766,HOUSE_OVERSIGHT_029766:22,22,mixed_document,data/001_split/HOUSE_OVERSIGHT_029766.txt,"This document is a mixed compilation dated April 3, 2011, consisting of an email forwarding chain followed by multiple news articles and investigative pieces about hedge fund manager Jeffrey Epstein. The primary email from Scott Denett to Lesley Groff discusses Epstein's brazen comments to the New York Post downplaying his crimes and questions Manhattan D.A. Cyrus R. Vance Jr.'s decision to allow Epstein (a Level 3 sex offender) to reside near Central Park and a school in violation of housing guidelines. The document then includes extensive excerpts from Daily Beast investigative articles by Conchita Sarnoff detailing Epstein's systematic sexual abuse of dozens of underage girls at his Palm Beach mansion, his connections to modeling agency owner Jean Luc Brunel and the MC2 agency that allegedly recruited girls from overseas, his relationships with prominent figures including Prince Andrew and Bill Clinton, and the perceived inadequacy of his prosecution and sentencing. The articles discuss a sealed 53-page indictment showing he faced potential 10-20 years imprisonment, but received a plea deal allowing only 13 months jail time plus community supervision. Key themes include the apparent preferential treatment afforded by wealth and political connections, his role in potential child sex trafficking, the involvement of staff members in facilitating abuse, and ongoing federal investigation into trafficking allegations.",unknown person A (HOUSE_OVERSIGHT_029766) (HOUSE_OVERSIGHT_029766)
Jeffrey Epstein,Jean-Luc Didier Henri-Rene Brunel,,transported young girls via private aircraft with,2004-2010,HOUSE_OVERSIGHT_029766,HOUSE_OVERSIGHT_029766:20,20,mixed_document,data/001_split/HOUSE_OVERSIGHT_029766.txt,"This document is a mixed compilation dated April 3, 2011, consisting of an email forwarding chain followed by multiple news articles and investigative pieces about hedge fund manager Jeffrey Epstein. The primary email from Scott Denett to Lesley Groff discusses Epstein's brazen comments to the New York Post downplaying his crimes and questions Manhattan D.A. Cyrus R. Vance Jr.'s decision to allow Epstein (a Level 3 sex offender) to reside near Central Park and a school in violation of housing guidelines. The document then includes extensive excerpts from Daily Beast investigative articles by Conchita Sarnoff detailing Epstein's systematic sexual abuse of dozens of underage girls at his Palm Beach mansion, his connections to modeling agency owner Jean Luc Brunel and the MC2 agency that allegedly recruited girls from overseas, his relationships with prominent figures including Prince Andrew and Bill Clinton, and the perceived inadequacy of his prosecution and sentencing. The articles discuss a sealed 53-page indictment showing he faced potential 10-20 years imprisonment, but received a plea deal allowing only 13 months jail time plus community supervision. Key themes include the apparent preferential treatment afforded by wealth and political connections, his role in potential child sex trafficking, the involvement of staff members in facilitating abuse, and ongoing federal investigation into trafficking allegations.",Jean Luc Brunel
Jeffrey Epstein,Bill Clinton,government official,ceased flying on aircraft with,2005,HOUSE_OVERSIGHT_013346,HOUSE_OVERSIGHT_013346:4,4,court_filing,data/new_docs_nov2024_processed/tranche_001/HOUSE_OVERSIGHT_013346.txt,"This excerpt from a legal filing discusses evidence gathered regarding associations between prominent political figures and Jeffrey Epstein. The document presents flight logs showing Bill Clinton traveled on Epstein's aircraft multiple times between 2002 and 2005, often accompanied by Epstein associates including Ghislaine Maxwell, Sarah Kellen, and Adriana Mucinska—individuals described as employees and co-conspirators involved in Epstein's child exploitation activities. The document notes Clinton's sudden cessation of flights, suggesting the relationship ended, possibly due to awareness of Epstein's crimes. Additionally, Epstein's personal phone directory contained multiple contact numbers and email addresses for Clinton. The filing also references attorney Bradley Edwards' notice to depose Donald Trump, citing message pads from Epstein's home showing Trump called the West Palm Beach mansion during relevant time periods, and a Vanity Fair quote attributed to Trump describing his long friendship with Epstein and his appreciation for young women. The document serves as a factual basis for obtaining discovery and depositions from these individuals.",Bill Clinton
Jeffrey Epstein,Bill Clinton,government official,traveled with,2005,TEXT-001-HOUSE_OVERSIGHT_019468,TEXT-001-HOUSE_OVERSIGHT_019468:4,4,media_article,data/new_docs_nov2024_processed/tranche_002/TEXT-001-HOUSE_OVERSIGHT_019468.txt,"This is a Daily Mail article published on January 13, 2015, examining the relationship between billionaire Jeffrey Epstein, his associate Ghislaine Maxwell, and former President Bill Clinton. The article focuses on Maxwell's attendance at Chelsea Clinton's July 2010 wedding despite Epstein's 2008 conviction for soliciting underage girls. The piece details Clinton's documented travels with Epstein on private jets and to various international destinations, and includes allegations from Virginia Roberts (a self-described Epstein victim) about her observations of the three socializing together. The article also documents Epstein and Maxwell's presence at Manhattan charity events in 2005, the same day Palm Beach police launched an investigation into Epstein's alleged sexual abuse of minors. Maxwell is presented as having served as a crucial social conduit for Epstein to access powerful individuals, including royalty and government officials, while maintaining plausible deniability regarding her alleged role in procuring underage girls for sexual abuse.",Bill Clinton
Jeffrey Epstein,Alan M. Dershowitz,legal counsel,traveled with Jeffrey Epstein,2005-01-01,TEXT-001-HOUSE_OVERSIGHT_021824_part1,TEXT-001-HOUSE_OVERSIGHT_021824_part1:7,7,transcript,data/new_docs_nov2024_processed/tranche_018/TEXT-001-HOUSE_OVERSIGHT_021824_part1.txt,"On October 16, 2015, at a Fort Lauderdale videographed deposition, former U.S. District Judge Paul G. Cassell testified in the civil case Bradley J. Edwards and Paul G. Cassell v. Alan M. Dershowitz. Cassell described his service as a judge (2002‑2007), his subsequent academic role at the University of Utah, and his work as special counsel for Hatch James & Dodge. He then detailed allegations that Dershowitz abused Virginia Roberts and other minors, citing a 2005 Palm Beach Police Department report, flight‑log records, a non‑prosecution agreement that granted immunity to Jeffrey Epstein and co‑conspirators, and a “little black book” linking Dershowitz to Epstein. Throughout the deposition, issues of attorney‑client privilege, common‑interest privilege, and the legal standards for pleading were debated, and Epstein’s refusal to answer questions under the Fifth Amendment was noted. The transcript provides insight into the legal strategy, evidentiary basis, and broader context of the alleged sex‑trafficking network.",Alan M. Dershowitz
Jeffrey Epstein,Donald Trump,political_operator,traveled with,2005-01-01,TEXT-001-HOUSE_OVERSIGHT_013304_part1,TEXT-001-HOUSE_OVERSIGHT_013304_part1:7,7,court_filing,data/new_docs_nov2024_processed/tranche_015/TEXT-001-HOUSE_OVERSIGHT_013304_part1.txt,"The document is a court filing in the 15th Judicial Circuit of Palm Beach County, Florida, where defendant‑counter‑plaintiff Bradley J. Edwards submits a response opposing Jeffrey Epstein's motion for summary judgment on abuse‑of‑process and malicious prosecution claims. Edwards recounts a timeline of Epstein's criminal conduct—including the molestation of dozens of minor girls, a 2008 guilty plea, a non‑prosecution agreement, and subsequent civil settlements—while accusing Epstein of filing frivolous claims to intimidate victims, invoking the Fifth Amendment, and threatening witnesses. The filing also lists numerous exhibits, deposition excerpts, and references to communications with high‑profile individuals such as Donald Trump, Bill Clinton, Alan Dershowitz, and Ghislaine Maxwell, underscoring the breadth of the alleged misconduct and the legal strategy to defeat Epstein's motion.",Donald Trump
Jeffrey Epstein,Alan M. Dershowitz,legal_counsel,flew with,2005-01-01,HOUSE_OVERSIGHT_021951,HOUSE_OVERSIGHT_021951:5,5,transcript,data/new_docs_nov2024_processed/tranche_006/HOUSE_OVERSIGHT_021951.txt,"The document is a fragmentary transcript of a House Oversight interview (marked as a rough draft) where the interviewer asks a witness about the age of a woman named Tatiana and whether she traveled with Professor Alan Dershowitz. The witness confirms that Tatiana was at least 18 years old at the time of the flight, noting that Dershowitz’s wife had verified her age via a Google search. The discussion then shifts to the broader timeline, mentioning that Dershowitz flew with Jeffrey Epstein in 1998, 2004, and 2005, suggesting a multi‑year period of association. The exchange is relevant to investigations into possible misconduct or illegal travel involving minors and high‑profile individuals. No definitive conclusions are drawn, but the testimony establishes a factual baseline for further inquiry.",Professor Dershowitz
Jeffrey Epstein,unknown person A (HOUSE_OVERSIGHT_012197_part4) (HOUSE_OVERSIGHT_012197_part4),victim,was transported to residence of,2005-01-01,HOUSE_OVERSIGHT_012197_part4,HOUSE_OVERSIGHT_012197_part4:4,4,transcript,data/001_split/HOUSE_OVERSIGHT_012197_part4.txt,"This is a lengthy deposition transcript from a criminal prosecution of Jeffrey Epstein in Florida state court, dated February 20, 2008. The witness, a young woman identified only by redacted name, is being questioned about alleged sexual misconduct that occurred at Epstein's residence approximately three years prior (around 2005 when she was 14-15 years old). The deposition reveals significant tension between the witness's attorney (Ted Leopold) and opposing counsel (Michael Tein and Jack Goldberger), with numerous objections, arguments about proper questioning, and disputes over witness preparation and document exhibits. The testimony covers the witness's account of being taken to Epstein's house, what transpired there, her statements to police, her MySpace activity, her inconsistencies between different accounts, her involvement in civil lawsuits seeking $50 million against Epstein, and her interactions with law enforcement and federal prosecutors. The document also explores credibility issues, including allegations that the witness lied about her age, attempted to evade service of process, deleted her MySpace page after being subpoenaed, and made various false statements to authorities.",unknown person A (HOUSE_OVERSIGHT_012197_part4) (HOUSE_OVERSIGHT_012197_part4)
Jeffrey Epstein,unknown person B (HOUSE_OVERSIGHT_018872_part4) (HOUSE_OVERSIGHT_018872_part4),staff member,coordinated recruitment and transport to,2005-02-06,HOUSE_OVERSIGHT_018872_part4,HOUSE_OVERSIGHT_018872_part4:4,4,report,data/001_split/HOUSE_OVERSIGHT_018872_part4.txt,"This is a comprehensive police incident report (Case No. 1-05-000368) documenting a criminal investigation into Jeffrey Epstein's residence at 358 El Brillo Way in Palm Beach, Florida, spanning from March 2005 through January 2006. The report details multiple witness interviews with young females (many minors at the time of alleged incidents) who describe being brought to Epstein's home under the pretense of providing massages, only to experience sexual abuse including masturbation in their presence, unwanted touching of their genitals, and in some cases sexual intercourse. The investigation includes search warrant executions that recovered evidence such as massage tables, explicit photographs, sex toys, phone message books with names and telephone numbers of potential victims, and computers. The report documents police efforts to interview key witnesses including household staff (Juan and Maria Alessi, Alfredo Rodriguez), assistants coordinating the activities, and young females ranging from ages 15-24, many of whom received monetary payments of $200-$350 per visit. Notably, Epstein's attorney Guy Fronstin refused to make Epstein available for police interviews, citing Epstein's 'passion for massages' and his donations to arts organizations, while private investigators hired by Epstein's legal team (led by attorney Roy Black and consultant Alan Dershowitz) attempted to locate and potentially intimidate witnesses. The report demonstrates systematic coordination of sexual abuse of minors through assistants and recruiters, with clear documentation of dates, amounts paid, victim statements, and corroborating evidence.",unknown person B (HOUSE_OVERSIGHT_018872_part4) (HOUSE_OVERSIGHT_018872_part4)
Jeffrey Epstein,Lawrence Summers,political operator,flew on jet of,2005-09-14,HOUSE_OVERSIGHT_022693,HOUSE_OVERSIGHT_022693:5,5,media_article,data/new_docs_nov2024_processed/tranche_008/HOUSE_OVERSIGHT_022693.txt,"The article reviews publicly available flight logs that show former President Bill Clinton flew on Jeffrey Epstein’s private jet in 2002 and 2003 but not after 2004, suggesting a cessation of their association shortly before Epstein’s 2005 arrest. It also details former Treasury Secretary Larry Summers’ multiple trips on Epstein’s jet, including a December 21, 2005 flight with his new bride and Ghislaine Maxwell, despite Epstein himself not being on board. The piece notes Epstein’s significant donations to Harvard University and describes how attorneys have sought discovery from Clinton and attempted to depose other prominent individuals such as Donald Trump and David Copperfield, but have been blocked by motions from Epstein’s lawyers. BuzzFeed News reporters Alex Campbell, Kyle Blaine, and Megan Apper contributed to the investigative report, underscoring the broader legal and reputational implications of these high‑level connections.",Lawrence Summers
