entity,other_entity,other_entity_type,action,timestamp,doc_id,claim_id,sequence_order,document_category,file_path,paragraph_summary,entity_original
Ghislaine Maxwell,investigators,researcher,canceled deposition citing family illness,2010-01-01,HOUSE_OVERSIGHT_022702,HOUSE_OVERSIGHT_022702:4,4,report,data/new_docs_nov2024_processed/tranche_016/HOUSE_OVERSIGHT_022702.txt,"The document is a fragment of a House Oversight investigation that describes how Jeffrey Epstein allegedly forced a woman identified as Roberts into sexual exploitation, with assistance from his longtime associate Ghislaine Maxwell and personal assistant Sarah Kellen, who is said to have procured victims and later received immunity in 2007. It notes that Maxwell cancelled a 2010 deposition, yet was photographed at Chelsea Clinton’s wedding in Rhinebeck, New York. Flight logs are cited showing Bill Clinton taking thirteen trips on Epstein’s specially outfitted Boeing 727, accompanied by Doug Band, Kevin Spacey, and Chris Tucker, suggesting a pattern of elite travel on Epstein’s aircraft. The excerpt underscores the intertwining of alleged criminal conduct with prominent political and entertainment figures, raising questions about accountability and the scope of the investigation.",Ghislaine Maxwell
Nadia Marcinkova,Alan M. Dershowitz,legal counsel,refused to answer Fifth Amendment questions about,2010-01-01,HOUSE_OVERSIGHT_017935_part1,HOUSE_OVERSIGHT_017935_part1:26,26,court_filing,data/001_split/HOUSE_OVERSIGHT_017935_part1.txt,"This is a civil defamation complaint filed in the U.S. District Court for the Southern District of New York on April 16, 2019, by Virginia L. Giuffre (formerly Virginia Roberts) against attorney Alan Dershowitz. The complaint alleges that Dershowitz, who served as legal counsel to convicted sex offender Jeffrey Epstein, engaged in a systematic campaign of false and defamatory statements to discredit Giuffre after she publicly revealed that Epstein had sexually trafficked her and lent her out to multiple men including Dershowitz when she was a minor. The complaint details Giuffre's allegations that between 2000-2002, when she was 16 years old, she was repeatedly sexually abused by Epstein and forced to have sex with Dershowitz at multiple locations including Epstein's homes in Manhattan, Palm Beach, New Mexico, and his island. After the Miami Herald published investigative articles in November 2018 exposing Epstein's crimes and referencing the allegations against Dershowitz, the complaint alleges Dershowitz responded with a barrage of false public statements claiming Giuffre fabricated her story for money, committed perjury, and attempted extortion—assertions the complaint contends Dershowitz knew to be false. The complaint includes numerous exhibits documenting Dershowitz's public statements from December 2018 through March 2019, argues these statements constitute defamation per se, and seeks compensatory, consequential, exemplary, and punitive damages.",Nadia Marcinkova
Virginia Roberts Giuffre,Jeffrey Epstein,victim,was accused of sexual misconduct by,2010-01-01,TEXT-001-HOUSE_OVERSIGHT_022118_part2,TEXT-001-HOUSE_OVERSIGHT_022118_part2:12,12,mixed_document,data/new_docs_nov2024_processed/tranche_012/TEXT-001-HOUSE_OVERSIGHT_022118_part2.txt,"The document weaves together excerpts from court filings, media reports, and testimonies that trace a network of elite connections centered on Jeffrey Epstein. It records the 2016 settlement between Alan Dershowitz, Bradley Edwards and Paul Cassell, Dershowitz’s hiring of former FBI director Louis J. Freeh for an independent probe, and Epstein’s 2005 funding of the Seed Media Group. It also chronicles Ghislaine Maxwell’s creation of the TerraMar Project, Virginia Roberts’s defamation suit against Maxwell, Prince Andrew’s public denials of sexual allegations, Bradley Edwards’s 2009 RICO suit against Epstein, and Jean‑Luc Brunel’s 2015 lawsuit against Epstein. The collection highlights recurring themes of legal maneuvering, alleged sexual abuse, reputation management, and high‑level networking, underscoring the ongoing complexity of the Epstein saga.",Virginia Roberts Giuffre
Virginia Roberts Giuffre,Jeffrey Epstein,victim,gave deposition testimony,2010-03-17,HOUSE_OVERSIGHT_014118_part1,HOUSE_OVERSIGHT_014118_part1:10,10,court_filing,data/001_split/HOUSE_OVERSIGHT_014118_part1.txt,"This document is a sealed declaration filed on October 21, 2016, by Sigrid McCawley, a partner at Boies, Schiller & Flexner LLP, supporting plaintiff Virginia L. Giuffre's motion to compel production of documents and testimony from defendant Jeffrey Epstein. The declaration attaches multiple exhibits of evidence including phone records from September-October 2005, Jeffrey Epstein's contact list, message pads, Ghislaine Maxwell's phone list, deposition excerpts from witnesses (Tony Figueroa and others), Epstein's DDA (Demand Deposit Account) statement history, household banking account records, nude photographs, and excerpts from Epstein's deposition testimony. The document reflects ongoing litigation in the Southern District of New York (underlying case) with a related miscellaneous case in Florida, and demonstrates the plaintiff's legal strategy to compel comprehensive disclosure of documents and witness testimony from the defendant. The exhibits contain extensive handwritten notes, phone numbers, and contact information documenting communications and financial records from the period when the alleged abuse occurred.",Virginia Roberts Giuffre
Sarah Kellen,Bradley James Edwards,lawyer,invoked Fifth Amendment during deposition before,2010-03-24,HOUSE_OVERSIGHT_013304_part1,HOUSE_OVERSIGHT_013304_part1:35,35,court_filing,data/001_split/HOUSE_OVERSIGHT_013304_part1.txt,"This is a comprehensive legal filing in a Florida state court case (Case No. 502009CA040800XXXXMBAG) wherein attorney Bradley J. Edwards opposes Jeffrey Epstein's motion for summary judgment on claims of abuse of process and malicious prosecution. Edwards represents three victims of Epstein's sexual abuse of minors (L.M., E.W., and Jane Doe) and filed civil suits against Epstein in 2008. The document details Epstein's systematic sexual abuse of over 40 minors, his guilty plea to state charges, and the subsequent federal non-prosecution agreement. Edwards argues that Epstein filed his counter-claims against Edwards without probable cause and with the ulterior motive of intimidation and extortion—specifically to force Edwards' clients to abandon or settle their legitimate claims for less than fair value. The document extensively documents Epstein's obstruction of discovery, witness intimidation, and harassment of victims, while establishing that Edwards' litigation decisions, including seeking discovery from high-profile associates and pursuing flight logs, were all grounded in proper legal judgment. Edwards contends that Epstein's Fifth Amendment invocations create adverse inferences supporting Edwards' position, and that Epstein violated the sword-and-shield doctrine by seeking affirmative relief while blocking discovery. The filing demonstrates that Edwards acted in good faith throughout the litigation based on evidence of Epstein's crimes and the legitimate needs of his clients.",Sarah Kellen
Sarah Kellen,court proceeding,,invoked Fifth Amendment rights,2010-03-24,HOUSE_OVERSIGHT_013340,HOUSE_OVERSIGHT_013340:2,2,court_filing,data/new_docs_nov2024_processed/tranche_004/HOUSE_OVERSIGHT_013340.txt,"This document is an excerpt from a legal motion (paragraphs 56-58) discussing attorney Edwards's efforts to obtain testimony and evidence in cases against Jeffrey Epstein. The motion details Edwards's participation in multiple depositions of Epstein taken between March and April 2010, characterizing his questions as focused on the merits of the cases. A key theme is the obstruction Edwards encountered when attempting to investigate Epstein's organization for procuring young girls for abuse—specifically, three identified co-conspirators (Sarah Kellen, Nadia Marcinkova, and Aidan Mucinska Ross) invoked their Fifth Amendment rights against self-incrimination during depositions. The motion establishes that Sarah Kellen was identified as an Epstein employee and named as a defendant in complaints for her role in bringing girls to Epstein's mansion for abuse, and notes she was represented by attorney Bruce Reinhart during her deposition.",Sarah Kellen
Sarah Kellen,her role in bringing girls to Epstein,,invoked Fifth Amendment at deposition regarding,2010-03-24,HOUSE_OVERSIGHT_010566,HOUSE_OVERSIGHT_010566:30,30,court_filing,data/001_split/HOUSE_OVERSIGHT_010566.txt,"This document is a 'Statement of Undisputed Facts' filed in a Florida circuit court case (Case No. 50 2009 CA 040800) in which Jeffrey Epstein sued attorney Bradley J. Edwards, Scott Rothstein, and others for defamation. The filing documents extensive evidence of Epstein's systematic sexual abuse of more than 40 minor girls between 2002-2005 at his West Palm Beach mansion, including details from victim depositions, police investigations, and federal prosecutions. Edwards filed civil lawsuits on behalf of three victims (L.M., E.W., and Jane Doe) seeking damages for sexual assault, and pursued discovery including depositions of high-profile figures (Bill Clinton, Donald Trump, Alan Dershowitz, David Copperfield, and others) with legitimate bases connected to Epstein's abuse scheme. The document establishes Edwards's good-faith representation of his clients, his discovery of Epstein's crimes through legitimate investigation, and refutes Epstein's allegations that Edwards fabricated claims or conspired with Ponzi scheme perpetrator Scott Rothstein. It presents Epstein's pattern of Fifth Amendment invocations when questioned about his crimes, his violation of no-contact orders, and his settlement of the civil cases for undisclosed amounts.",Sarah Kellen
Sarah Kellen,self‑incrimination,,invoked Fifth Amendment,2010-03-24,HOUSE_OVERSIGHT_010587,HOUSE_OVERSIGHT_010587:2,2,public_record,data/new_docs_nov2024_processed/tranche_006/HOUSE_OVERSIGHT_010587.txt,"The document is a House Oversight record that references a series of depositions taken in 2010 concerning Jeffrey Epstein and alleged sexual exploitation. It notes that attorney Edwards conducted Epstein's deposition on March 8, 2010 and asked questions about the merits of civil cases, while also attempting to obtain information about Epstein's organization, which was blocked by co‑conspirators invoking the Fifth Amendment. Witnesses such as Sarah Kellen, Nadia Marcinkova, and Adriana Mucinska Ross also gave depositions, with Kellen represented by attorney Bruce Reinhart and invoking the Fifth herself. The filing underscores the legal strategy, evidentiary challenges, and the use of Fifth Amendment protections in the investigation.",Sarah Kellen
Nadia Marcinkova,Bradley James Edwards,lawyer,invoked Fifth Amendment during deposition before,2010-04-13,HOUSE_OVERSIGHT_013304_part1,HOUSE_OVERSIGHT_013304_part1:36,36,court_filing,data/001_split/HOUSE_OVERSIGHT_013304_part1.txt,"This is a comprehensive legal filing in a Florida state court case (Case No. 502009CA040800XXXXMBAG) wherein attorney Bradley J. Edwards opposes Jeffrey Epstein's motion for summary judgment on claims of abuse of process and malicious prosecution. Edwards represents three victims of Epstein's sexual abuse of minors (L.M., E.W., and Jane Doe) and filed civil suits against Epstein in 2008. The document details Epstein's systematic sexual abuse of over 40 minors, his guilty plea to state charges, and the subsequent federal non-prosecution agreement. Edwards argues that Epstein filed his counter-claims against Edwards without probable cause and with the ulterior motive of intimidation and extortion—specifically to force Edwards' clients to abandon or settle their legitimate claims for less than fair value. The document extensively documents Epstein's obstruction of discovery, witness intimidation, and harassment of victims, while establishing that Edwards' litigation decisions, including seeking discovery from high-profile associates and pursuing flight logs, were all grounded in proper legal judgment. Edwards contends that Epstein's Fifth Amendment invocations create adverse inferences supporting Edwards' position, and that Epstein violated the sword-and-shield doctrine by seeking affirmative relief while blocking discovery. The filing demonstrates that Edwards acted in good faith throughout the litigation based on evidence of Epstein's crimes and the legitimate needs of his clients.",Nadia Marcinkova
Nadia Marcinkova,court proceeding,,invoked Fifth Amendment rights,2010-04-13,HOUSE_OVERSIGHT_013340,HOUSE_OVERSIGHT_013340:3,3,court_filing,data/new_docs_nov2024_processed/tranche_004/HOUSE_OVERSIGHT_013340.txt,"This document is an excerpt from a legal motion (paragraphs 56-58) discussing attorney Edwards's efforts to obtain testimony and evidence in cases against Jeffrey Epstein. The motion details Edwards's participation in multiple depositions of Epstein taken between March and April 2010, characterizing his questions as focused on the merits of the cases. A key theme is the obstruction Edwards encountered when attempting to investigate Epstein's organization for procuring young girls for abuse—specifically, three identified co-conspirators (Sarah Kellen, Nadia Marcinkova, and Aidan Mucinska Ross) invoked their Fifth Amendment rights against self-incrimination during depositions. The motion establishes that Sarah Kellen was identified as an Epstein employee and named as a defendant in complaints for her role in bringing girls to Epstein's mansion for abuse, and notes she was represented by attorney Bruce Reinhart during her deposition.",Nadia Marcinkova
Nadia Marcinkova,deposition,,testified in deposition,2010-04-13,HOUSE_OVERSIGHT_010587,HOUSE_OVERSIGHT_010587:3,3,public_record,data/new_docs_nov2024_processed/tranche_006/HOUSE_OVERSIGHT_010587.txt,"The document is a House Oversight record that references a series of depositions taken in 2010 concerning Jeffrey Epstein and alleged sexual exploitation. It notes that attorney Edwards conducted Epstein's deposition on March 8, 2010 and asked questions about the merits of civil cases, while also attempting to obtain information about Epstein's organization, which was blocked by co‑conspirators invoking the Fifth Amendment. Witnesses such as Sarah Kellen, Nadia Marcinkova, and Adriana Mucinska Ross also gave depositions, with Kellen represented by attorney Bruce Reinhart and invoking the Fifth herself. The filing underscores the legal strategy, evidentiary challenges, and the use of Fifth Amendment protections in the investigation.",Nadia Marcinkova
Nadia Marcinkova,her role as Epstein's sex slave and co-conspirator,,invoked Fifth Amendment at deposition regarding,2010-04-13,HOUSE_OVERSIGHT_010566,HOUSE_OVERSIGHT_010566:31,31,court_filing,data/001_split/HOUSE_OVERSIGHT_010566.txt,"This document is a 'Statement of Undisputed Facts' filed in a Florida circuit court case (Case No. 50 2009 CA 040800) in which Jeffrey Epstein sued attorney Bradley J. Edwards, Scott Rothstein, and others for defamation. The filing documents extensive evidence of Epstein's systematic sexual abuse of more than 40 minor girls between 2002-2005 at his West Palm Beach mansion, including details from victim depositions, police investigations, and federal prosecutions. Edwards filed civil lawsuits on behalf of three victims (L.M., E.W., and Jane Doe) seeking damages for sexual assault, and pursued discovery including depositions of high-profile figures (Bill Clinton, Donald Trump, Alan Dershowitz, David Copperfield, and others) with legitimate bases connected to Epstein's abuse scheme. The document establishes Edwards's good-faith representation of his clients, his discovery of Epstein's crimes through legitimate investigation, and refutes Epstein's allegations that Edwards fabricated claims or conspired with Ponzi scheme perpetrator Scott Rothstein. It presents Epstein's pattern of Fifth Amendment invocations when questioned about his crimes, his violation of no-contact orders, and his settlement of the civil cases for undisclosed amounts.",Nadia Marcinkova
Ghislaine Maxwell,deposition,,traveled to England to avoid deposition,2010-06-29,HOUSE_OVERSIGHT_013342,HOUSE_OVERSIGHT_013342:3,3,report,data/new_docs_nov2024_processed/tranche_006/HOUSE_OVERSIGHT_013342.txt,"In 2009 Edwards served a deposition notice to Ghislaine Maxwell, who was represented by attorney Brett Jaffe of Cohen and Gresser, a lawyer reportedly paid by Jeffrey Epstein. Maxwell attempted to evade the deposition, claiming her mother was ill and traveling to England on June 29, 2010, yet she was photographed attending Chelsea Clinton’s wedding in the United States on July 31, 2010. The document also references messages recovered from Epstein’s home, including a April 1, 2005 note from French associate Jean Luc Brunel to Epstein. These elements illustrate alleged manipulation of legal processes, financial influence over counsel, and the broader network of Epstein’s associates.",Ghislaine Maxwell
unknown person A,Jeffrey Epstein,victim,sued,2010-07-01,HOUSE_OVERSIGHT_022037,HOUSE_OVERSIGHT_022037:1,1,media_article,data/new_docs_nov2024_processed/tranche_011/HOUSE_OVERSIGHT_022037.txt,"The document is a garbled excerpt titled “Jeffrey Epstein: July 2010” that outlines how Epstein, despite a non‑prosecution agreement, continued to face civil suits from victims. It notes that the Florida attorney general opposed policies that would confirm an investigation into Epstein, while the Daily Beast and Science.com published reports and features about him. The text also references broader media commentary and the involvement of scientific patronage, suggesting a mix of legal, political, and public‑relations dimensions to Epstein’s situation in mid‑2010.",unknown person A
unknown person A,Jeffrey Epstein,victim,investigated,2010-10-27,HOUSE_OVERSIGHT_021677,HOUSE_OVERSIGHT_021677:0,0,memorandum,data/new_docs_nov2024_processed/tranche_010/HOUSE_OVERSIGHT_021677.txt,"The document is an unclassified FBI internal memorandum from the Jacksonville Division dated 24 November 2010. It references a potential confidential human source linked to human trafficking and child prostitution, specifically naming Jeffrey Epstein. On 27 October 2010, law‑enforcement personnel made brief contact with Epstein in the Jacksonville area and opened case file 802R‑3K‑52669, which was subsequently closed. The memo serves to inform the Miami Division of the contact and the investigative status, highlighting the agency’s ongoing monitoring of Epstein’s alleged activities.",unknown person A
Ehud Barak,Moshe Talansky,,investigated,2010-11-01,TEXT-001-HOUSE_OVERSIGHT_027849_part11,TEXT-001-HOUSE_OVERSIGHT_027849_part11:6,6,book_excerpt,data/new_docs_nov2024_processed/tranche_007/TEXT-001-HOUSE_OVERSIGHT_027849_part11.txt,"The excerpt follows former Israeli Prime Minister Ehud Barak as he transitions to private life, separates from his wife Nava, and re‑enters politics as Defense Minister. He describes his involvement in the 2006 Lebanon war, the 2008‑2009 Syrian reactor strike, the 2008‑2009 Gaza war (Operation Cast Lead), and the 2012 targeted killing of Hamas chief Ahmed Jabari, while navigating coalition politics with Ariel Sharon, Ehud Olmert, Shimon Peres, Binyamin Netanyahu and Tzipi Livni. Barak also details extensive diplomatic contacts with U.S. leaders—George W. Bush, Bill Clinton, Hillary Clinton, Bob Gates, Leon Panetta, and Barack Obama—regarding Iran’s nuclear program and joint military exercises. The narrative blends personal memoir, strategic military analysis, and reflections on Israel’s security and peace prospects.",Ehud Barak
unknown person A,Julian Assange,activist,arrested,2010-11-01,HOUSE_OVERSIGHT_019588,HOUSE_OVERSIGHT_019588:1,1,book_excerpt,data/new_docs_nov2024_processed/tranche_018/HOUSE_OVERSIGHT_019588.txt,"In November 2010 Julian Assange faced Swedish judicial action on rape allegations, leading to his arrest in London on a European warrant and subsequent release on a $312,700 bail that required him to stay at Ellingham Hall in Norfolk, where he lived with WikiLeaks deputy Sarah Harrison. After the UK upheld the extradition order in June 2012, Assange jumped bail and sought refuge in the Ecuadorian embassy in London, financing his stay through a sponsorship from the Russian‑state‑funded RT television channel. On June 10, 2013, Edward Snowden called Assange from the embassy, asking for assistance to exit Hong Kong and explaining that the mistreatment of Bradley Manning had motivated his own leak of NSA documents. The passage highlights the intertwining of legal pressure, media sponsorship, and whistleblower networks surrounding WikiLeaks during this period.",unknown person A
Alan M. Dershowitz,Unknown legal party,legal counsel or investigator,served subpoena on,2011,HOUSE_OVERSIGHT_015550,HOUSE_OVERSIGHT_015550:1,1,transcript,data/new_docs_nov2024_processed/tranche_001/HOUSE_OVERSIGHT_015550.txt,"This document is a fragment of a legal deposition or testimony where the speaker discusses their attempts to obtain information and documents from attorney Alan Dershowitz in connection with a case involving Jeffrey Epstein. The testimony covers multiple subpoena attempts in 2009, 2011, and a records request in 2013, all of which allegedly received non-responsive answers or no documents. The speaker references a telephone call from Virginia Roberts made from Australia, suggesting this testimony relates to factual investigations regarding Epstein and his associates. The document indicates a pattern of attempted discovery from Dershowitz that met with resistance, with testimony that Dershowitz's response was essentially conditional cooperation ('tell me what you want to know and I'll decide whether to cooperate'). The document appears to be part of a broader legal proceeding involving multiple witnesses and discovery disputes.",Alan M. Dershowitz
Virginia Roberts Giuffre,"Jeffrey Epstein, Alan Dershowitz, Prince Andrew, and other men",,claimed in sworn deposition and memoir about sex with,2011,HOUSE_OVERSIGHT_022695,HOUSE_OVERSIGHT_022695:11,11,email,data/001_split/HOUSE_OVERSIGHT_022695.txt,"This document is a mixed-content email chain dated January 30-31, 2015, in which attorney Kathy Ruemmler at Latham & Watkins forwards a comprehensive BuzzFeed News article by Ken Bensinger to someone identified as 'jeffrey E.' The article provides an investigative review of claims linking former President Bill Clinton to financier and convicted sex offender Jeffrey Epstein. The article examines flight logs, court documents, and testimony from alleged victim Virginia Roberts, ultimately concluding there is insufficient evidence to establish Clinton's involvement in Epstein's criminal sexual exploitation of underage girls. The BuzzFeed piece discusses Epstein's 2006 arrest and 2008 plea deal involving multiple victims, the roles of lawyers including Alan Dershowitz and Bradley Edwards, and the various lawsuits seeking to implicate Clinton in Epstein's activities. The email exchange also references a call with Elon Musk, suggesting a separate business matter. The document evidences media coverage of high-profile litigation and the dissemination of investigative journalism regarding potential political figures' connections to Epstein's crimes.",Virginia Roberts Giuffre
Alan M. Dershowitz,Paul G. Cassell,notary_public,attempted to depose,2011-01-01,HOUSE_OVERSIGHT_021824_part2,HOUSE_OVERSIGHT_021824_part2:1,1,transcript,data/001_split/HOUSE_OVERSIGHT_021824_part2.txt,"This is a deposition transcript from what appears to be civil litigation related to Jeffrey Epstein's sex trafficking ring. Professor Paul Cassell, a law professor and attorney representing victims, provides extensive testimony about the factual basis for allegations connecting Alan Dershowitz to the sexual abuse of minor girls. Cassell details his investigation into Epstein's organization, citing evidence including Virginia Roberts's accounts, flight logs showing Dershowitz on flights with Epstein, Dershowitz's pattern of evading legal discovery requests (2009, 2011, and 2013), Epstein's Fifth Amendment invocations when asked about Dershowitz, and testimony from household staff. He also discusses related participants in the trafficking ring including Ghislaine Maxwell, Sarah Kellen, Nadia Marcinkova, and Jean Luc Brunel, explaining their roles in evading legal process. Cassell explains his decision not to contact Dershowitz before filing the joinder motion, citing concerns about witness intimidation based on Epstein's documented history of harassment and a 2010 incident involving a private investigator.",Alan M. Dershowitz
Alan M. Dershowitz,Paul G. Cassell,notary_public,testified about deposition attempts,2011-01-01,TEXT-001-HOUSE_OVERSIGHT_021824_part2,TEXT-001-HOUSE_OVERSIGHT_021824_part2:3,3,transcript,data/new_docs_nov2024_processed/tranche_018/TEXT-001-HOUSE_OVERSIGHT_021824_part2.txt,"The transcript records former U.S. District Judge Paul G. Cassell’s testimony in a civil case concerning Virginia Roberts (Jane Doe 102) and other alleged victims of a sex‑trafficking network linked to Jeffrey Epstein. Cassell recounts multiple unsuccessful attempts to depose Alan Dershowitz in 2009, 2011 and 2013, notes that Epstein invoked the Fifth Amendment when questioned about Dershowitz, and describes a pattern of stall tactics by Dershowitz and Epstein to avoid police interviews. He also details intimidation of witnesses, a phone call from Roberts in Australia identifying Dershowitz as a key information source, and a photograph showing Prince Andrew with Roberts and Ghislaine Maxwell. The testimony highlights legal strategy, evidentiary challenges, and the broader implications of the alleged network.",Alan M. Dershowitz
Alan M. Dershowitz,unknown person A,model,received subpoena for information,2011-01-01,HOUSE_OVERSIGHT_021915,HOUSE_OVERSIGHT_021915:1,1,memorandum,data/new_docs_nov2024_processed/tranche_015/HOUSE_OVERSIGHT_021915.txt,"The document is a rough‑draft memorandum prepared for a House Oversight inquiry. It details a series of attempts—subpoenas and records requests in 2009, 2011, and 2013—to compel Alan Dershowitz to provide information or documents, none of which were supplied. It also records that in early April 2011 Virginia Roberts (later known as Virginia Giuffre) placed a telephone call from Australia after being forced into hiding by Jeffrey Epstein, and that she subsequently escaped. The memo highlights gaps in the evidentiary record and underscores the difficulty investigators faced in obtaining cooperation from key witnesses, which is significant for understanding the challenges in the broader Epstein investigation.",Alan M. Dershowitz
Alan M. Dershowitz,unknown person A,model,requested deposition from,2011-01-01,HOUSE_OVERSIGHT_021921,HOUSE_OVERSIGHT_021921:1,1,memorandum,data/new_docs_nov2024_processed/tranche_008/HOUSE_OVERSIGHT_021921.txt,"The document is a rough draft memorandum that outlines three separate attempts—deposition requests in 2009 and 2011 and a document request in 2013—to obtain testimony from Alan Dershowitz concerning Jeffrey Epstein. It notes that these requests went unanswered, suggesting a pattern of non‑cooperation by Epstein’s associates. The memo also references statements by the Palm Beach Police Department’s chief that Dershowitz had promised to make Epstein available for questioning about alleged sexual abuse, but the interview was repeatedly postponed. The fragment highlights challenges faced by investigators in securing evidence and cooperation in the Epstein case.",Alan M. Dershowitz
unknown person A,Alan M. Dershowitz,legal counsel,received subpoena for information,2011-01-01,HOUSE_OVERSIGHT_021915,HOUSE_OVERSIGHT_021915:1,1,memorandum,data/new_docs_nov2024_processed/tranche_015/HOUSE_OVERSIGHT_021915.txt,"The document is a rough‑draft memorandum prepared for a House Oversight inquiry. It details a series of attempts—subpoenas and records requests in 2009, 2011, and 2013—to compel Alan Dershowitz to provide information or documents, none of which were supplied. It also records that in early April 2011 Virginia Roberts (later known as Virginia Giuffre) placed a telephone call from Australia after being forced into hiding by Jeffrey Epstein, and that she subsequently escaped. The memo highlights gaps in the evidentiary record and underscores the difficulty investigators faced in obtaining cooperation from key witnesses, which is significant for understanding the challenges in the broader Epstein investigation.",unknown person A
unknown person A,Alan M. Dershowitz,legal counsel,requested deposition from,2011-01-01,HOUSE_OVERSIGHT_021921,HOUSE_OVERSIGHT_021921:1,1,memorandum,data/new_docs_nov2024_processed/tranche_008/HOUSE_OVERSIGHT_021921.txt,"The document is a rough draft memorandum that outlines three separate attempts—deposition requests in 2009 and 2011 and a document request in 2013—to obtain testimony from Alan Dershowitz concerning Jeffrey Epstein. It notes that these requests went unanswered, suggesting a pattern of non‑cooperation by Epstein’s associates. The memo also references statements by the Palm Beach Police Department’s chief that Dershowitz had promised to make Epstein available for questioning about alleged sexual abuse, but the interview was repeatedly postponed. The fragment highlights challenges faced by investigators in securing evidence and cooperation in the Epstein case.",unknown person A
Virginia Roberts Giuffre,Mail on Sunday,,revealed identity and provided testimony to,2011-03,HOUSE_OVERSIGHT_021569_part4,HOUSE_OVERSIGHT_021569_part4:17,17,mixed_document,data/001_split/HOUSE_OVERSIGHT_021569_part4.txt,"This mixed-document collection contains multiple sources documenting Jeffrey Epstein's criminal case, including a 2010 Daily Beast article analyzing his lenient sentencing despite serious child sex trafficking charges, FOIA requests filed by Epstein's counsel, FBI communications regarding investigation and victim interviews, a Mail on Sunday article featuring Virginia Roberts' testimony about being trafficked to meet Prince Andrew, and court proceedings challenging the legality of the non-prosecution agreement. The documents reveal that Epstein, a wealthy financier and convicted sex offender, recruited underage girls for sexual exploitation through various means including his modeling agency connections, with victims corroborating that he trained them as prostitutes and distributed them to wealthy associates. Key themes include prosecutorial discretion and potential misconduct, the influence of powerful defense counsel (including Alan Dershowitz and Roy Black) in securing a sweetheart plea deal, victims' rights violations under the Crime Victims' Rights Act, and the involvement of prominent figures including Prince Andrew, Bill Clinton, and Donald Trump in Epstein's social circle. The documents span from the original 2005 investigation through 2011 legal proceedings challenging the non-prosecution agreement.",Virginia Roberts Giuffre
unknown victim B,U.S. Attorney’s Office,,filed motion,2011-03-01,HOUSE_OVERSIGHT_023011,HOUSE_OVERSIGHT_023011:5,5,report,data/new_docs_nov2024_processed/tranche_009/HOUSE_OVERSIGHT_023011.txt,"The document outlines a timeline of events surrounding Jeffrey Epstein from 2010 to 2015. It notes the release of flight logs in April 2010 that show several high‑profile politicians and lawyers traveling on Epstein's private jets, followed by legal motions filed by two victims in March 2011 and a judicial ruling by Judge Kenneth Marra in September 2011. In November 2011 Epstein was required to register as a Level 3 sex offender in New York, and throughout 2012 he launched a public‑relations campaign that included sizable charitable donations. The final entry records the 2015 recruitment of Virginia Roberts at Mar‑a‑Lago to serve as Epstein’s masseuse, a role that led to alleged sexual abuse. The timeline highlights the intersection of legal scrutiny, reputation management, and alleged criminal conduct.",unknown victim B
unknown person A,Jeffrey Epstein,victim,issued confidentiality notice in,2011-03-05,HOUSE_OVERSIGHT_031349,HOUSE_OVERSIGHT_031349:0,0,email,data/new_docs_nov2024_processed/tranche_007/HOUSE_OVERSIGHT_031349.txt,"The document appears to be a confidential email or memorandum sent by Jeffrey Epstein. It contains a legal disclaimer stating the material is attorney‑client privileged, may constitute inside information, and is the property of Jeffrey Epstein. The notice references a Daily Telegraph article dated March 5, 2011 that described the Duke of York's billionaire paedophile friend, implicitly linking Epstein to that coverage. Recipients are instructed to notify a specific email address (jeevacation@gmail.com) and destroy the message if received in error. The document serves to protect sensitive information and limit its dissemination.",unknown person A
Ghislaine Maxwell,allegations in media,,issued statement denying,2011-03-09,HOUSE_OVERSIGHT_014652,HOUSE_OVERSIGHT_014652:3,3,court_filing,data/001_split/HOUSE_OVERSIGHT_014652.txt,"This document is a formal declaration filed in United States District Court for the Southern District of New York on January 6, 2017, in civil case 15-cv-07433-RWS (Virginia L. Giuffre v. Ghislaine Maxwell). Attorney Laura A. Menninger, representing defendant Ghislaine Maxwell, submits exhibits in support of Maxwell's motion for summary judgment. The exhibits include Daily Mail articles from March 2011 and March 5, 2011 regarding allegations about Jeffrey Epstein's relationships with minors, a statement by Maxwell denying various allegations from March 2011, a Florida court order from April 2015 regarding Jane Doe victims' attempts to join proceedings against Epstein, another Maxwell statement from January 2015, and the Articles of Incorporation for Victims Refuse Silence, Inc. dated December 23, 2014, listing Virginia Roberts (Giuffre) as a director. The document also references Alan Dershowitz's motion to intervene and includes details about the CVRA (Crime Victims' Rights Act) litigation. The numerous sealed exhibits (D, E, G-K, M-V, AA-MM) suggest significant confidential material supporting Maxwell's legal defense.",Ghislaine Maxwell
